comments,extremist
"দীপু মনি আর পরী মনি একই জিনিস,একজন নষ্ট করতেছে শিক্ষা ব্যবস্থা,আরেক জন নষ্ট করতেছে মানুষের চরিত্র",1
জাতির হাতে উঠলে বাস পাল্টে যাবে ইতিহাস বাসের লাঠি তৈরি কর স্বৈরাচার বিদায় কর,1
তত্ত্বাবধায়ক সরকার শুধু একটা বিশেষ দলের কাছে মৃত হতে পারে কিন্তু জাতির কাছে অতিব গুরুত্বপূর্ণ।,0
পাঠ্যপুস্তক কেলেঙ্কারির নজর সরাতে দিপু খাতুনের এই বক্তব্য,1
"আপনি নিজের অবস্থান নিয়ে চিন্তা করুন,মন্ত্রিত্ব থাকে কি, না।",0
ভবিষ্যৎ নিয়ে কত স্বপ্ন...মৃত্যু এসে বলবে সময় শেষ থামার।,0
আপা আপনি শিক্ষাব্যবস্থার চরম অবনতির দিকে মনযোগ দেন।,0
কিছু বলার নেই। তোদের উপর গজব পরুক,1
জনগণের দৃষ্টিতে আওয়ামী লীগ লাইফ সাপোর্টে থাকে একটি দল।,0
আপা মনি আপনার কি সুরসুরি উঠছে?,1
বাংলাদেশের শিক্ষা ধ্বংস মন্ত্রী,1
"নিশি রাতের মন্ত্রী, উনি কি মহিলা না পুরুষ, নাকি মধ্যপন্তা ?? ভয়ে আছে মনে হয় তাই একটু ত্বত্তবদায়কের কথা বলে একটু সাহস যোগায় মনে",1
দেখা যাবে চোরের দল,1
সরকার বিরোধী অপপ্রচারের মাঝে হাবুডু খাচ্ছে.. বি এন পি.রাজনীতি কাকে বলে ভুলে গেছে,0
বিএনপি উস্কানি দিয়ে সন্ত্রাস করতে চাইলে আওয়ামী লীগ চুপ থাকবে না।,1
বিএনপি রাজনৈতিক ভাবে দেওলিয়া হয়ে গেছে,0
এইটা বিএনপির পথ যাত্রা না পালানোর যাত্রা,0
ক্ষমতা পাওয়ার জন্য নিজেরা পাগল হয়ে গেছে,0
নিজেরা আত্মঘাতী হামলা করে সরকারের উপর দোষ চাপাবে এই হল তাদের কাজ,1
এদের চেহারা দেখলে মনে হয় বহু দিনের এই যাত্রা মরণের দিকে নিয়ে যাচ্ছে,0
"আমি নিশ্চিত একটা ইউনিয়ন পরিষদের দায়িত্ব দিলে ও সামলাতে পারবে না, ওরা নাকি আবার দেশ চালাবে এরাই বিএনপি",1
এই ধরনের নেতাদেরকে গোয়াল ঘরে বেঁধে রাখা দরকার। তৃনমুল পর্যায়ের নেতাদের নেতৃত্বে আসা উচিত।,0
